audio_id,label,src_path,dst_path,duration_sec,sample_rate,snr_db,noise_source,codec,bandpass_hz,ts
anger_03959,anger,data/synthetic/audio/anger/anger_03959.wav,data/synthetic/audio_phone/anger/anger_03959.wav,7.5,16000,18.5,synthetic,mu_law_8k,300-3400,1778143787.422211
anger_03962,anger,data/synthetic/audio/anger/anger_03962.wav,data/synthetic/audio_phone/anger/anger_03962.wav,6.95,16000,22.39,synthetic,mu_law_8k,300-3400,1778143787.4361732
anger_03964,anger,data/synthetic/audio/anger/anger_03964.wav,data/synthetic/audio_phone/anger/anger_03964.wav,8.25,16000,23.07,synthetic,mu_law_8k,300-3400,1778143787.44116
anger_03969,anger,data/synthetic/audio/anger/anger_03969.wav,data/synthetic/audio_phone/anger/anger_03969.wav,7.3,16000,15.86,synthetic,mu_law_8k,300-3400,1778143787.4471445
anger_03972,anger,data/synthetic/audio/anger/anger_03972.wav,data/synthetic/audio_phone/anger/anger_03972.wav,6.45,16000,15.07,synthetic,mu_law_8k,300-3400,1778143787.4561193
anger_03974,anger,data/synthetic/audio/anger/anger_03974.wav,data/synthetic/audio_phone/anger/anger_03974.wav,7.4,16000,16.18,synthetic,mu_law_8k,300-3400,1778143787.476067
anger_03980,anger,data/synthetic/audio/anger/anger_03980.wav,data/synthetic/audio_phone/anger/anger_03980.wav,6.8,16000,18.7,synthetic,mu_law_8k,300-3400,1778143787.4780617
anger_03973,anger,data/synthetic/audio/anger/anger_03973.wav,data/synthetic/audio_phone/anger/anger_03973.wav,8.65,16000,15.86,synthetic,mu_law_8k,300-3400,1778143787.4830482
anger_03981,anger,data/synthetic/audio/anger/anger_03981.wav,data/synthetic/audio_phone/anger/anger_03981.wav,6.55,16000,19.7,synthetic,mu_law_8k,300-3400,1778143787.4880354
anger_03989,anger,data/synthetic/audio/anger/anger_03989.wav,data/synthetic/audio_phone/anger/anger_03989.wav,6.25,16000,21.85,synthetic,mu_law_8k,300-3400,1778143787.5159597
anger_03982,anger,data/synthetic/audio/anger/anger_03982.wav,data/synthetic/audio_phone/anger/anger_03982.wav,9.05,16000,18.76,synthetic,mu_law_8k,300-3400,1778143787.51995
anger_03983,anger,data/synthetic/audio/anger/anger_03983.wav,data/synthetic/audio_phone/anger/anger_03983.wav,10.05,16000,22.63,synthetic,mu_law_8k,300-3400,1778143787.5224547
anger_03985,anger,data/synthetic/audio/anger/anger_03985.wav,data/synthetic/audio_phone/anger/anger_03985.wav,8.9,16000,20.15,synthetic,mu_law_8k,300-3400,1778143787.5254471
anger_03996,anger,data/synthetic/audio/anger/anger_03996.wav,data/synthetic/audio_phone/anger/anger_03996.wav,7.6,16000,21.39,synthetic,mu_law_8k,300-3400,1778143787.555988
anger_03990,anger,data/synthetic/audio/anger/anger_03990.wav,data/synthetic/audio_phone/anger/anger_03990.wav,7.15,16000,21.17,synthetic,mu_law_8k,300-3400,1778143787.557984
anger_03997,anger,data/synthetic/audio/anger/anger_03997.wav,data/synthetic/audio_phone/anger/anger_03997.wav,8.2,16000,18.09,synthetic,mu_law_8k,300-3400,1778143787.5709474
anger_03999,anger,data/synthetic/audio/anger/anger_03999.wav,data/synthetic/audio_phone/anger/anger_03999.wav,8.25,16000,24.33,synthetic,mu_law_8k,300-3400,1778143787.5749366
anger_04003,anger,data/synthetic/audio/anger/anger_04003.wav,data/synthetic/audio_phone/anger/anger_04003.wav,6.6,16000,19.75,synthetic,mu_law_8k,300-3400,1778143787.594883
anger_04000,anger,data/synthetic/audio/anger/anger_04000.wav,data/synthetic/audio_phone/anger/anger_04000.wav,6.2,16000,22.26,synthetic,mu_law_8k,300-3400,1778143787.5958807
anger_04005,anger,data/synthetic/audio/anger/anger_04005.wav,data/synthetic/audio_phone/anger/anger_04005.wav,7.3,16000,19.18,synthetic,mu_law_8k,300-3400,1778143787.6088457
anger_04007,anger,data/synthetic/audio/anger/anger_04007.wav,data/synthetic/audio_phone/anger/anger_04007.wav,7.5,16000,24.56,synthetic,mu_law_8k,300-3400,1778143787.610841
anger_04008,anger,data/synthetic/audio/anger/anger_04008.wav,data/synthetic/audio_phone/anger/anger_04008.wav,6.4,16000,24.51,synthetic,mu_law_8k,300-3400,1778143787.6297894
anger_04009,anger,data/synthetic/audio/anger/anger_04009.wav,data/synthetic/audio_phone/anger/anger_04009.wav,7.2,16000,17.45,synthetic,mu_law_8k,300-3400,1778143787.6317842
anger_04016,anger,data/synthetic/audio/anger/anger_04016.wav,data/synthetic/audio_phone/anger/anger_04016.wav,7.3,16000,18.7,synthetic,mu_law_8k,300-3400,1778143787.6537254
anger_04012,anger,data/synthetic/audio/anger/anger_04012.wav,data/synthetic/audio_phone/anger/anger_04012.wav,8.55,16000,15.38,synthetic,mu_law_8k,300-3400,1778143787.654723
anger_04017,anger,data/synthetic/audio/anger/anger_04017.wav,data/synthetic/audio_phone/anger/anger_04017.wav,8.05,16000,15.74,synthetic,mu_law_8k,300-3400,1778143787.6686852
anger_04018,anger,data/synthetic/audio/anger/anger_04018.wav,data/synthetic/audio_phone/anger/anger_04018.wav,8.25,16000,20.98,synthetic,mu_law_8k,300-3400,1778143787.6756666
anger_04020,anger,data/synthetic/audio/anger/anger_04020.wav,data/synthetic/audio_phone/anger/anger_04020.wav,6.7,16000,22.26,synthetic,mu_law_8k,300-3400,1778143787.6916246
anger_04019,anger,data/synthetic/audio/anger/anger_04019.wav,data/synthetic/audio_phone/anger/anger_04019.wav,8.6,16000,20.95,synthetic,mu_law_8k,300-3400,1778143787.6996036
anger_04021,anger,data/synthetic/audio/anger/anger_04021.wav,data/synthetic/audio_phone/anger/anger_04021.wav,7.65,16000,19.59,synthetic,mu_law_8k,300-3400,1778143787.7045894
anger_04023,anger,data/synthetic/audio/anger/anger_04023.wav,data/synthetic/audio_phone/anger/anger_04023.wav,8.15,16000,23.28,synthetic,mu_law_8k,300-3400,1778143787.720548
anger_04026,anger,data/synthetic/audio/anger/anger_04026.wav,data/synthetic/audio_phone/anger/anger_04026.wav,6.85,16000,24.19,synthetic,mu_law_8k,300-3400,1778143787.7345116
anger_04029,anger,data/synthetic/audio/anger/anger_04029.wav,data/synthetic/audio_phone/anger/anger_04029.wav,7.6,16000,17.47,synthetic,mu_law_8k,300-3400,1778143787.7414901
anger_04027,anger,data/synthetic/audio/anger/anger_04027.wav,data/synthetic/audio_phone/anger/anger_04027.wav,7.85,16000,15.05,synthetic,mu_law_8k,300-3400,1778143787.7424893
anger_04032,anger,data/synthetic/audio/anger/anger_04032.wav,data/synthetic/audio_phone/anger/anger_04032.wav,7.35,16000,20.71,synthetic,mu_law_8k,300-3400,1778143787.7624347
anger_04045,anger,data/synthetic/audio/anger/anger_04045.wav,data/synthetic/audio_phone/anger/anger_04045.wav,5.7,16000,19.01,synthetic,mu_law_8k,300-3400,1778143787.7714114
anger_04035,anger,data/synthetic/audio/anger/anger_04035.wav,data/synthetic/audio_phone/anger/anger_04035.wav,6.75,16000,24.47,synthetic,mu_law_8k,300-3400,1778143787.7724087
anger_04051,anger,data/synthetic/audio/anger/anger_04051.wav,data/synthetic/audio_phone/anger/anger_04051.wav,8.3,16000,22.96,synthetic,mu_law_8k,300-3400,1778143787.7843752
anger_04052,anger,data/synthetic/audio/anger/anger_04052.wav,data/synthetic/audio_phone/anger/anger_04052.wav,7.55,16000,24.94,synthetic,mu_law_8k,300-3400,1778143787.803832
anger_04061,anger,data/synthetic/audio/anger/anger_04061.wav,data/synthetic/audio_phone/anger/anger_04061.wav,8.5,16000,20.84,synthetic,mu_law_8k,300-3400,1778143787.8058257
anger_04056,anger,data/synthetic/audio/anger/anger_04056.wav,data/synthetic/audio_phone/anger/anger_04056.wav,10.45,16000,18.47,synthetic,mu_law_8k,300-3400,1778143787.8197882
anger_04062,anger,data/synthetic/audio/anger/anger_04062.wav,data/synthetic/audio_phone/anger/anger_04062.wav,6.95,16000,24.83,synthetic,mu_law_8k,300-3400,1778143787.8217828
anger_04065,anger,data/synthetic/audio/anger/anger_04065.wav,data/synthetic/audio_phone/anger/anger_04065.wav,4.9,16000,22.53,synthetic,mu_law_8k,300-3400,1778143787.8337512
anger_04064,anger,data/synthetic/audio/anger/anger_04064.wav,data/synthetic/audio_phone/anger/anger_04064.wav,6.9,16000,24.54,synthetic,mu_law_8k,300-3400,1778143787.8417292
anger_04068,anger,data/synthetic/audio/anger/anger_04068.wav,data/synthetic/audio_phone/anger/anger_04068.wav,5.7,16000,21.29,synthetic,mu_law_8k,300-3400,1778143787.8497088
anger_04066,anger,data/synthetic/audio/anger/anger_04066.wav,data/synthetic/audio_phone/anger/anger_04066.wav,8.85,16000,18.48,synthetic,mu_law_8k,300-3400,1778143787.8656652
anger_04069,anger,data/synthetic/audio/anger/anger_04069.wav,data/synthetic/audio_phone/anger/anger_04069.wav,8.85,16000,15.19,synthetic,mu_law_8k,300-3400,1778143787.8756404
anger_04074,anger,data/synthetic/audio/anger/anger_04074.wav,data/synthetic/audio_phone/anger/anger_04074.wav,7.1,16000,16.37,synthetic,mu_law_8k,300-3400,1778143787.8856118
anger_04073,anger,data/synthetic/audio/anger/anger_04073.wav,data/synthetic/audio_phone/anger/anger_04073.wav,10.95,16000,17.36,synthetic,mu_law_8k,300-3400,1778143787.8905983
anger_04076,anger,data/synthetic/audio/anger/anger_04076.wav,data/synthetic/audio_phone/anger/anger_04076.wav,6.55,16000,24.63,synthetic,mu_law_8k,300-3400,1778143787.900573
anger_04077,anger,data/synthetic/audio/anger/anger_04077.wav,data/synthetic/audio_phone/anger/anger_04077.wav,7.4,16000,15.67,synthetic,mu_law_8k,300-3400,1778143787.9125402
anger_04081,anger,data/synthetic/audio/anger/anger_04081.wav,data/synthetic/audio_phone/anger/anger_04081.wav,6.3,16000,23.34,synthetic,mu_law_8k,300-3400,1778143787.9314895
anger_04078,anger,data/synthetic/audio/anger/anger_04078.wav,data/synthetic/audio_phone/anger/anger_04078.wav,10.05,16000,21.27,synthetic,mu_law_8k,300-3400,1778143787.9344816
anger_04080,anger,data/synthetic/audio/anger/anger_04080.wav,data/synthetic/audio_phone/anger/anger_04080.wav,12.0,16000,21.87,synthetic,mu_law_8k,300-3400,1778143787.941463
anger_04086,anger,data/synthetic/audio/anger/anger_04086.wav,data/synthetic/audio_phone/anger/anger_04086.wav,7.9,16000,20.48,synthetic,mu_law_8k,300-3400,1778143787.9484444
anger_04091,anger,data/synthetic/audio/anger/anger_04091.wav,data/synthetic/audio_phone/anger/anger_04091.wav,7.0,16000,24.68,synthetic,mu_law_8k,300-3400,1778143787.9653986
anger_04096,anger,data/synthetic/audio/anger/anger_04096.wav,data/synthetic/audio_phone/anger/anger_04096.wav,6.4,16000,20.01,synthetic,mu_law_8k,300-3400,1778143787.9743752
anger_04088,anger,data/synthetic/audio/anger/anger_04088.wav,data/synthetic/audio_phone/anger/anger_04088.wav,8.45,16000,22.06,synthetic,mu_law_8k,300-3400,1778143787.9773662
anger_04097,anger,data/synthetic/audio/anger/anger_04097.wav,data/synthetic/audio_phone/anger/anger_04097.wav,6.8,16000,15.76,synthetic,mu_law_8k,300-3400,1778143787.9843476
anger_04098,anger,data/synthetic/audio/anger/anger_04098.wav,data/synthetic/audio_phone/anger/anger_04098.wav,6.8,16000,24.29,synthetic,mu_law_8k,300-3400,1778143787.995318
anger_04100,anger,data/synthetic/audio/anger/anger_04100.wav,data/synthetic/audio_phone/anger/anger_04100.wav,5.85,16000,19.47,synthetic,mu_law_8k,300-3400,1778143788.0052917
anger_04099,anger,data/synthetic/audio/anger/anger_04099.wav,data/synthetic/audio_phone/anger/anger_04099.wav,8.2,16000,24.7,synthetic,mu_law_8k,300-3400,1778143788.012273
anger_04107,anger,data/synthetic/audio/anger/anger_04107.wav,data/synthetic/audio_phone/anger/anger_04107.wav,8.55,16000,23.25,synthetic,mu_law_8k,300-3400,1778143788.0332172
anger_04104,anger,data/synthetic/audio/anger/anger_04104.wav,data/synthetic/audio_phone/anger/anger_04104.wav,9.85,16000,24.56,synthetic,mu_law_8k,300-3400,1778143788.0382037
anger_04110,anger,data/synthetic/audio/anger/anger_04110.wav,data/synthetic/audio_phone/anger/anger_04110.wav,8.55,16000,19.71,synthetic,mu_law_8k,300-3400,1778143788.0501711
anger_04112,anger,data/synthetic/audio/anger/anger_04112.wav,data/synthetic/audio_phone/anger/anger_04112.wav,7.4,16000,22.25,synthetic,mu_law_8k,300-3400,1778143788.0551586
anger_04115,anger,data/synthetic/audio/anger/anger_04115.wav,data/synthetic/audio_phone/anger/anger_04115.wav,7.55,16000,22.75,synthetic,mu_law_8k,300-3400,1778143788.0761027
anger_04116,anger,data/synthetic/audio/anger/anger_04116.wav,data/synthetic/audio_phone/anger/anger_04116.wav,7.25,16000,19.03,synthetic,mu_law_8k,300-3400,1778143788.0770998
anger_04118,anger,data/synthetic/audio/anger/anger_04118.wav,data/synthetic/audio_phone/anger/anger_04118.wav,6.75,16000,20.44,synthetic,mu_law_8k,300-3400,1778143788.0920603
anger_04117,anger,data/synthetic/audio/anger/anger_04117.wav,data/synthetic/audio_phone/anger/anger_04117.wav,8.05,16000,22.24,synthetic,mu_law_8k,300-3400,1778143788.0940564
anger_04121,anger,data/synthetic/audio/anger/anger_04121.wav,data/synthetic/audio_phone/anger/anger_04121.wav,7.0,16000,18.91,synthetic,mu_law_8k,300-3400,1778143788.1264806
anger_04123,anger,data/synthetic/audio/anger/anger_04123.wav,data/synthetic/audio_phone/anger/anger_04123.wav,6.35,16000,22.48,synthetic,mu_law_8k,300-3400,1778143788.1364548
anger_04119,anger,data/synthetic/audio/anger/anger_04119.wav,data/synthetic/audio_phone/anger/anger_04119.wav,8.95,16000,20.14,synthetic,mu_law_8k,300-3400,1778143788.1374507
anger_04120,anger,data/synthetic/audio/anger/anger_04120.wav,data/synthetic/audio_phone/anger/anger_04120.wav,9.05,16000,18.88,synthetic,mu_law_8k,300-3400,1778143788.1394467
anger_04128,anger,data/synthetic/audio/anger/anger_04128.wav,data/synthetic/audio_phone/anger/anger_04128.wav,6.05,16000,23.33,synthetic,mu_law_8k,300-3400,1778143788.1763475
anger_04125,anger,data/synthetic/audio/anger/anger_04125.wav,data/synthetic/audio_phone/anger/anger_04125.wav,9.0,16000,18.71,synthetic,mu_law_8k,300-3400,1778143788.1893148
anger_04130,anger,data/synthetic/audio/anger/anger_04130.wav,data/synthetic/audio_phone/anger/anger_04130.wav,7.6,16000,16.24,synthetic,mu_law_8k,300-3400,1778143788.1913087
anger_04129,anger,data/synthetic/audio/anger/anger_04129.wav,data/synthetic/audio_phone/anger/anger_04129.wav,7.75,16000,16.98,synthetic,mu_law_8k,300-3400,1778143788.195296
anger_04131,anger,data/synthetic/audio/anger/anger_04131.wav,data/synthetic/audio_phone/anger/anger_04131.wav,7.1,16000,23.47,synthetic,mu_law_8k,300-3400,1778143788.2272117
anger_04134,anger,data/synthetic/audio/anger/anger_04134.wav,data/synthetic/audio_phone/anger/anger_04134.wav,6.45,16000,19.91,synthetic,mu_law_8k,300-3400,1778143788.2341943
anger_04132,anger,data/synthetic/audio/anger/anger_04132.wav,data/synthetic/audio_phone/anger/anger_04132.wav,7.2,16000,23.81,synthetic,mu_law_8k,300-3400,1778143788.2381814
anger_04136,anger,data/synthetic/audio/anger/anger_04136.wav,data/synthetic/audio_phone/anger/anger_04136.wav,7.5,16000,22.03,synthetic,mu_law_8k,300-3400,1778143788.2411754
anger_04138,anger,data/synthetic/audio/anger/anger_04138.wav,data/synthetic/audio_phone/anger/anger_04138.wav,7.75,16000,15.99,synthetic,mu_law_8k,300-3400,1778143788.2770772
anger_04140,anger,data/synthetic/audio/anger/anger_04140.wav,data/synthetic/audio_phone/anger/anger_04140.wav,7.25,16000,20.01,synthetic,mu_law_8k,300-3400,1778143788.287051
anger_04142,anger,data/synthetic/audio/anger/anger_04142.wav,data/synthetic/audio_phone/anger/anger_04142.wav,7.7,16000,21.27,synthetic,mu_law_8k,300-3400,1778143788.292039
anger_04141,anger,data/synthetic/audio/anger/anger_04141.wav,data/synthetic/audio_phone/anger/anger_04141.wav,9.75,16000,20.69,synthetic,mu_law_8k,300-3400,1778143788.305002
anger_04143,anger,data/synthetic/audio/anger/anger_04143.wav,data/synthetic/audio_phone/anger/anger_04143.wav,7.9,16000,23.69,synthetic,mu_law_8k,300-3400,1778143788.3369186
anger_04150,anger,data/synthetic/audio/anger/anger_04150.wav,data/synthetic/audio_phone/anger/anger_04150.wav,7.95,16000,21.05,synthetic,mu_law_8k,300-3400,1778143788.340907
anger_04151,anger,data/synthetic/audio/anger/anger_04151.wav,data/synthetic/audio_phone/anger/anger_04151.wav,7.8,16000,16.65,synthetic,mu_law_8k,300-3400,1778143788.342901
anger_04152,anger,data/synthetic/audio/anger/anger_04152.wav,data/synthetic/audio_phone/anger/anger_04152.wav,6.95,16000,16.26,synthetic,mu_law_8k,300-3400,1778143788.3498821
anger_04156,anger,data/synthetic/audio/anger/anger_04156.wav,data/synthetic/audio_phone/anger/anger_04156.wav,6.9,16000,17.57,synthetic,mu_law_8k,300-3400,1778143788.3738184
anger_04154,anger,data/synthetic/audio/anger/anger_04154.wav,data/synthetic/audio_phone/anger/anger_04154.wav,7.4,16000,19.9,synthetic,mu_law_8k,300-3400,1778143788.3758142
anger_04153,anger,data/synthetic/audio/anger/anger_04153.wav,data/synthetic/audio_phone/anger/anger_04153.wav,8.65,16000,18.62,synthetic,mu_law_8k,300-3400,1778143788.3827944
anger_04159,anger,data/synthetic/audio/anger/anger_04159.wav,data/synthetic/audio_phone/anger/anger_04159.wav,6.85,16000,18.34,synthetic,mu_law_8k,300-3400,1778143788.3857868
anger_04161,anger,data/synthetic/audio/anger/anger_04161.wav,data/synthetic/audio_phone/anger/anger_04161.wav,7.25,16000,16.15,synthetic,mu_law_8k,300-3400,1778143788.4057326
anger_04162,anger,data/synthetic/audio/anger/anger_04162.wav,data/synthetic/audio_phone/anger/anger_04162.wav,7.6,16000,19.46,synthetic,mu_law_8k,300-3400,1778143788.4107196
anger_04163,anger,data/synthetic/audio/anger/anger_04163.wav,data/synthetic/audio_phone/anger/anger_04163.wav,7.85,16000,18.92,synthetic,mu_law_8k,300-3400,1778143788.422688
anger_04165,anger,data/synthetic/audio/anger/anger_04165.wav,data/synthetic/audio_phone/anger/anger_04165.wav,7.9,16000,18.32,synthetic,mu_law_8k,300-3400,1778143788.4256797
anger_04170,anger,data/synthetic/audio/anger/anger_04170.wav,data/synthetic/audio_phone/anger/anger_04170.wav,6.65,16000,15.8,synthetic,mu_law_8k,300-3400,1778143788.4426339
anger_04168,anger,data/synthetic/audio/anger/anger_04168.wav,data/synthetic/audio_phone/anger/anger_04168.wav,7.95,16000,15.25,synthetic,mu_law_8k,300-3400,1778143788.4436328
anger_04178,anger,data/synthetic/audio/anger/anger_04178.wav,data/synthetic/audio_phone/anger/anger_04178.wav,7.15,16000,19.02,synthetic,mu_law_8k,300-3400,1778143788.4506128
anger_04179,anger,data/synthetic/audio/anger/anger_04179.wav,data/synthetic/audio_phone/anger/anger_04179.wav,6.45,16000,15.36,synthetic,mu_law_8k,300-3400,1778143788.4526074
anger_04180,anger,data/synthetic/audio/anger/anger_04180.wav,data/synthetic/audio_phone/anger/anger_04180.wav,8.8,16000,19.27,synthetic,mu_law_8k,300-3400,1778143788.4785397
anger_04185,anger,data/synthetic/audio/anger/anger_04185.wav,data/synthetic/audio_phone/anger/anger_04185.wav,8.8,16000,23.78,synthetic,mu_law_8k,300-3400,1778143788.4825277
anger_04188,anger,data/synthetic/audio/anger/anger_04188.wav,data/synthetic/audio_phone/anger/anger_04188.wav,7.05,16000,24.11,synthetic,mu_law_8k,300-3400,1778143788.4885125
anger_04186,anger,data/synthetic/audio/anger/anger_04186.wav,data/synthetic/audio_phone/anger/anger_04186.wav,8.7,16000,15.83,synthetic,mu_law_8k,300-3400,1778143788.490506
anger_04197,anger,data/synthetic/audio/anger/anger_04197.wav,data/synthetic/audio_phone/anger/anger_04197.wav,6.75,16000,17.09,synthetic,mu_law_8k,300-3400,1778143788.5194294
anger_04189,anger,data/synthetic/audio/anger/anger_04189.wav,data/synthetic/audio_phone/anger/anger_04189.wav,8.9,16000,23.39,synthetic,mu_law_8k,300-3400,1778143788.5204287
anger_04193,anger,data/synthetic/audio/anger/anger_04193.wav,data/synthetic/audio_phone/anger/anger_04193.wav,9.75,16000,19.23,synthetic,mu_law_8k,300-3400,1778143788.5254126
anger_04199,anger,data/synthetic/audio/anger/anger_04199.wav,data/synthetic/audio_phone/anger/anger_04199.wav,9.3,16000,17.56,synthetic,mu_law_8k,300-3400,1778143788.5294018
anger_04201,anger,data/synthetic/audio/anger/anger_04201.wav,data/synthetic/audio_phone/anger/anger_04201.wav,7.55,16000,21.08,synthetic,mu_law_8k,300-3400,1778143788.553338
anger_04205,anger,data/synthetic/audio/anger/anger_04205.wav,data/synthetic/audio_phone/anger/anger_04205.wav,6.7,16000,16.61,synthetic,mu_law_8k,300-3400,1778143788.55633
anger_04208,anger,data/synthetic/audio/anger/anger_04208.wav,data/synthetic/audio_phone/anger/anger_04208.wav,7.35,16000,17.38,synthetic,mu_law_8k,300-3400,1778143788.561317
anger_04202,anger,data/synthetic/audio/anger/anger_04202.wav,data/synthetic/audio_phone/anger/anger_04202.wav,10.8,16000,20.1,synthetic,mu_law_8k,300-3400,1778143788.5653071
anger_04209,anger,data/synthetic/audio/anger/anger_04209.wav,data/synthetic/audio_phone/anger/anger_04209.wav,7.25,16000,23.88,synthetic,mu_law_8k,300-3400,1778143788.5852537
anger_04219,anger,data/synthetic/audio/anger/anger_04219.wav,data/synthetic/audio_phone/anger/anger_04219.wav,6.0,16000,18.36,synthetic,mu_law_8k,300-3400,1778143788.5912364
anger_04216,anger,data/synthetic/audio/anger/anger_04216.wav,data/synthetic/audio_phone/anger/anger_04216.wav,8.55,16000,21.86,synthetic,mu_law_8k,300-3400,1778143788.592234
anger_04217,anger,data/synthetic/audio/anger/anger_04217.wav,data/synthetic/audio_phone/anger/anger_04217.wav,9.05,16000,18.63,synthetic,mu_law_8k,300-3400,1778143788.6051986
anger_04221,anger,data/synthetic/audio/anger/anger_04221.wav,data/synthetic/audio_phone/anger/anger_04221.wav,7.4,16000,21.85,synthetic,mu_law_8k,300-3400,1778143788.6231513
anger_04220,anger,data/synthetic/audio/anger/anger_04220.wav,data/synthetic/audio_phone/anger/anger_04220.wav,8.5,16000,24.22,synthetic,mu_law_8k,300-3400,1778143788.6251462
anger_04228,anger,data/synthetic/audio/anger/anger_04228.wav,data/synthetic/audio_phone/anger/anger_04228.wav,11.25,16000,17.04,synthetic,mu_law_8k,300-3400,1778143788.6361163
anger_04231,anger,data/synthetic/audio/anger/anger_04231.wav,data/synthetic/audio_phone/anger/anger_04231.wav,9.0,16000,18.0,synthetic,mu_law_8k,300-3400,1778143788.6430974
anger_04235,anger,data/synthetic/audio/anger/anger_04235.wav,data/synthetic/audio_phone/anger/anger_04235.wav,7.5,16000,18.39,synthetic,mu_law_8k,300-3400,1778143788.6580572
anger_04234,anger,data/synthetic/audio/anger/anger_04234.wav,data/synthetic/audio_phone/anger/anger_04234.wav,9.1,16000,24.72,synthetic,mu_law_8k,300-3400,1778143788.6620467
anger_04237,anger,data/synthetic/audio/anger/anger_04237.wav,data/synthetic/audio_phone/anger/anger_04237.wav,8.05,16000,22.16,synthetic,mu_law_8k,300-3400,1778143788.670026
anger_04238,anger,data/synthetic/audio/anger/anger_04238.wav,data/synthetic/audio_phone/anger/anger_04238.wav,6.95,16000,16.26,synthetic,mu_law_8k,300-3400,1778143788.6790018
anger_04239,anger,data/synthetic/audio/anger/anger_04239.wav,data/synthetic/audio_phone/anger/anger_04239.wav,6.45,16000,16.33,synthetic,mu_law_8k,300-3400,1778143788.6889746
anger_04246,anger,data/synthetic/audio/anger/anger_04246.wav,data/synthetic/audio_phone/anger/anger_04246.wav,8.8,16000,21.08,synthetic,mu_law_8k,300-3400,1778143788.708922
anger_04244,anger,data/synthetic/audio/anger/anger_04244.wav,data/synthetic/audio_phone/anger/anger_04244.wav,9.55,16000,15.83,synthetic,mu_law_8k,300-3400,1778143788.7109168
anger_04248,anger,data/synthetic/audio/anger/anger_04248.wav,data/synthetic/audio_phone/anger/anger_04248.wav,8.15,16000,17.87,synthetic,mu_law_8k,300-3400,1778143788.7198918
anger_04249,anger,data/synthetic/audio/anger/anger_04249.wav,data/synthetic/audio_phone/anger/anger_04249.wav,9.35,16000,15.9,synthetic,mu_law_8k,300-3400,1778143788.7338548
anger_04250,anger,data/synthetic/audio/anger/anger_04250.wav,data/synthetic/audio_phone/anger/anger_04250.wav,9.25,16000,24.06,synthetic,mu_law_8k,300-3400,1778143788.7498121
anger_04252,anger,data/synthetic/audio/anger/anger_04252.wav,data/synthetic/audio_phone/anger/anger_04252.wav,7.6,16000,18.61,synthetic,mu_law_8k,300-3400,1778143788.75081
anger_04255,anger,data/synthetic/audio/anger/anger_04255.wav,data/synthetic/audio_phone/anger/anger_04255.wav,9.95,16000,24.39,synthetic,mu_law_8k,300-3400,1778143788.7677643
anger_04258,anger,data/synthetic/audio/anger/anger_04258.wav,data/synthetic/audio_phone/anger/anger_04258.wav,5.65,16000,21.64,synthetic,mu_law_8k,300-3400,1778143788.7687616
anger_04270,anger,data/synthetic/audio/anger/anger_04270.wav,data/synthetic/audio_phone/anger/anger_04270.wav,5.5,16000,18.52,synthetic,mu_law_8k,300-3400,1778143788.7747462
anger_04267,anger,data/synthetic/audio/anger/anger_04267.wav,data/synthetic/audio_phone/anger/anger_04267.wav,7.45,16000,20.91,synthetic,mu_law_8k,300-3400,1778143788.787711
anger_04277,anger,data/synthetic/audio/anger/anger_04277.wav,data/synthetic/audio_phone/anger/anger_04277.wav,6.75,16000,21.51,synthetic,mu_law_8k,300-3400,1778143788.7976844
anger_04273,anger,data/synthetic/audio/anger/anger_04273.wav,data/synthetic/audio_phone/anger/anger_04273.wav,8.1,16000,22.86,synthetic,mu_law_8k,300-3400,1778143788.8096523
anger_04278,anger,data/synthetic/audio/anger/anger_04278.wav,data/synthetic/audio_phone/anger/anger_04278.wav,7.2,16000,23.76,synthetic,mu_law_8k,300-3400,1778143788.8106496
anger_04279,anger,data/synthetic/audio/anger/anger_04279.wav,data/synthetic/audio_phone/anger/anger_04279.wav,8.4,16000,19.64,synthetic,mu_law_8k,300-3400,1778143788.8375778
anger_04280,anger,data/synthetic/audio/anger/anger_04280.wav,data/synthetic/audio_phone/anger/anger_04280.wav,6.6,16000,15.51,synthetic,mu_law_8k,300-3400,1778143788.8385751
anger_04290,anger,data/synthetic/audio/anger/anger_04290.wav,data/synthetic/audio_phone/anger/anger_04290.wav,8.45,16000,15.6,synthetic,mu_law_8k,300-3400,1778143788.8605158
anger_04281,anger,data/synthetic/audio/anger/anger_04281.wav,data/synthetic/audio_phone/anger/anger_04281.wav,9.2,16000,17.3,synthetic,mu_law_8k,300-3400,1778143788.861514
anger_04296,anger,data/synthetic/audio/anger/anger_04296.wav,data/synthetic/audio_phone/anger/anger_04296.wav,6.65,16000,23.18,synthetic,mu_law_8k,300-3400,1778143788.8694923
anger_04291,anger,data/synthetic/audio/anger/anger_04291.wav,data/synthetic/audio_phone/anger/anger_04291.wav,9.8,16000,15.89,synthetic,mu_law_8k,300-3400,1778143788.8884416
anger_04297,anger,data/synthetic/audio/anger/anger_04297.wav,data/synthetic/audio_phone/anger/anger_04297.wav,6.4,16000,17.29,synthetic,mu_law_8k,300-3400,1778143788.8939373
anger_04299,anger,data/synthetic/audio/anger/anger_04299.wav,data/synthetic/audio_phone/anger/anger_04299.wav,7.5,16000,15.08,synthetic,mu_law_8k,300-3400,1778143788.9009185
